DocType: Employee,Date of Issue,Date d'émission
DocType: Employee,Date of Joining,Date d'Embauche
apps/erpnext/erpnext/hr/doctype/employee/employee.py +112,Date of Joining must be greater than Date of Birth,La Date d'Embauche doit être supérieure à la Date de Naissance
apps/erpnext/erpnext/selling/report/inactive_customers/inactive_customers.py +72,Days Since Last Order,Jours depuis la dernière commande
DocType: Department,Days for which Holidays are blocked for this department.,Jours fériés pour lesquels sont bloqués pour ce département.
DocType: Sales Partner,Dealer,Marchand
DocType: Account,Debit,Débit
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.js +452,Debit Account,Compte de débit
DocType: GL Entry,Debit Amount,Débit Montant
DocType: GL Entry,Debit Amount in Account Currency,Montant de débit en compte Devises
DocType: Journal Entry,Debit Note,Note de débit
DocType: Sales Invoice,Debit To,Débit Pour
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +305,Debit To account must be a Balance Sheet account,Débit Pour compte doit être un compte de bilan
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +308,Debit To account must be a Receivable account,Débit Pour compte doit être un compte à recevoir
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +302,Debit To is required,Débit Pour est nécessaire
apps/erpnext/erpnext/accounts/general_ledger.py +127,Debit and Credit not equal for {0} #{1}. Difference is {2}.,De débit et de crédit pas égale pour {0} # {1}. La différence est {2}.
DocType: Journal Entry Account,Debit in Company Currency,Débit en Entreprise Devise
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +12,Debtors,Débiteurs
apps/erpnext/erpnext/shopping_cart/cart.py +330,Debtors ({0}),
DocType: Purchase Taxes and Charges,Deduct,Déduire
DocType: Salary Slip,Deduction,Déduction
DocType: Deduction Type,Deduction Type,Type de déduction
DocType: Salary Slip,Deductions,Déductions
apps/erpnext/erpnext/accounts/doctype/fiscal_year/fiscal_year.js +17,Default,Par défaut
DocType: Manufacturing Settings,Default 10 mins,Par défaut 10 minutes
DocType: Mode of Payment Account,Default Account,Compte par défaut
apps/erpnext/erpnext/projects/doctype/activity_cost/activity_cost.py +34,Default Activity Cost exists for Activity Type - {0},Existe défaut Activité Coût pour le type d'activité - {0}
apps/erpnext/erpnext/utilities/doctype/address_template/address_template.py +27,Default Address Template cannot be deleted,Adresse par défaut modèle ne peut pas être supprimé
DocType: Salary Slip Deduction,Default Amount,Montant par défaut
DocType: Item,Default BOM,Nomenclature par défaut
apps/erpnext/erpnext/stock/doctype/item/item.py +361,Default BOM ({0}) must be active for this item or its template,Par défaut BOM ({0}) doit être actif pour ce produit ou de son modèle
DocType: Mode of Payment Account,Default Bank / Cash account will be automatically updated in POS Invoice when this mode is selected.,Par défaut Banque / argent compte sera automatiquement mis à jour dans la facture POS lorsque ce mode est sélectionné.
DocType: Company,Default Bank Account,Compte bancaire par défaut
DocType: Activity Type,Default Billing Rate,Par défaut taux de facturation
DocType: Item,Default Buying Cost Center,Centre de coûts d'achat par défaut
DocType: Buying Settings,Default Buying Price List,Grille tarifaire d'achat par défaut
DocType: Company,Default Cash Account,Compte de trésorerie par défaut
DocType: Global Defaults,Default Company,Société par défaut
DocType: Project,Default Cost Center,Centre de coûts par défaut
DocType: Company,Default Cost of Goods Sold Account,Par défaut Coût des marchandises vendues compte
DocType: Activity Type,Default Costing Rate,Taux de défaut Costing
DocType: Company,Default Currency,Devise par défaut
DocType: Selling Settings,Default Customer Group,Groupe de clients par défaut
DocType: Item Group,Default Expense Account,Compte de dépenses par défaut
DocType: Manufacturing Settings,Default Finished Goods Warehouse,Marchandises par défaut Fini Entrepôt
DocType: Company,Default Holiday List,Liste de vacances par défaut
DocType: Company,Default Income Account,Compte d'exploitation
DocType: Stock Settings,Default Item Group,Famille article par défaut
DocType: Company,Default Letter Head,Papier à en-tête par défaut
DocType: Company,Default Payable Account,Compte de créances fournisseur par défaut
DocType: Supplier,Default Payable Accounts,Comptes de créances fournisseur par défaut
DocType: Payment Gateway Account,Default Payment Request Message,Message de demande de paiement par défaut
DocType: Customer,Default Price List,Grille tarifaire par défaut
DocType: Company,Default Receivable Account,Compte de créances clients par défaut
DocType: Customer,Default Receivable Accounts,Comptes de créance par défaut
DocType: Item,Default Selling Cost Center,Coût des marchandises vendues
DocType: Stock Entry,Default Source Warehouse,Entrepôt source par défaut
DocType: Stock Settings,Default Stock UOM,Stock défaut Emballage
DocType: Item,Default Supplier,Par défaut Fournisseur
DocType: Buying Settings,Default Supplier Type,Fournisseur Type par défaut
DocType: Stock Entry,Default Target Warehouse,Cible d'entrepôt par défaut
DocType: Company,Default Terms,Modalités par défaut
DocType: Selling Settings,Default Territory,Région par défaut
DocType: Item,Default Unit of Measure,Unité de mesure par défaut
apps/erpnext/erpnext/stock/doctype/item/item.py +698,Default Unit of Measure for Item {0} cannot be changed directly because you have already made some transaction(s) with another UOM. You will need to create a new Item to use a different Default UOM.,Unité de mesure pour le point de défaut {0} ne peut pas être modifié directement parce que vous avez déjà fait une transaction (s) avec une autre unité de mesure. Vous aurez besoin de créer un nouveau poste d'utiliser un défaut UOM différente.
apps/erpnext/erpnext/stock/doctype/item/item.py +540,Default Unit of Measure for Variant '{0}' must be same as in Template '{1}',Unité de mesure pour la variante par défaut '{0}' doit être la même que dans le modèle '{1}'
DocType: Stock Settings,Default Valuation Method,Méthode d'évaluation par défaut
DocType: Company,Default Values,Valeurs Par Défaut
DocType: Item,Default Warehouse,Entrepôt par défaut
DocType: Manufacturing Settings,Default Work In Progress Warehouse,Entrepôt de fabrication par défaut
DocType: Operation,Default Workstation,Atelier par défaut
DocType: Shopping Cart Settings,Default settings for Shopping Cart,Les paramètres par défaut pour Panier
apps/erpnext/erpnext/config/accounts.py +225,Default settings for accounting transactions.,Les paramètres par défaut pour les opérations comptables.
apps/erpnext/erpnext/config/buying.py +60,Default settings for buying transactions.,non Soumis
apps/erpnext/erpnext/config/selling.py +147,Default settings for selling transactions.,Paramètres par défaut pour les ventes.
apps/erpnext/erpnext/config/stock.py +175,Default settings for stock transactions.,minute
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +21,Defense,défense
DocType: Cost Center,"Define Budget for this Cost Center. To set budget action, see ""Company List""","Définir budget pour ce centre de coûts. Pour définir l'action budgétaire, voir «Liste des entreprises»"
apps/erpnext/erpnext/accounts/report/payment_period_based_on_invoice_date/payment_period_based_on_invoice_date.py +66,Delay in payment (Days),Retard de paiement (jours)
apps/erpnext/erpnext/setup/doctype/company/company.js +66,Delete,Supprimer
DocType: Company,Delete Company Transactions,Supprimer Transactions Société
apps/erpnext/erpnext/setup/doctype/company/company.js +66,Delete all the Transactions for this Company,Supprimer toutes les transactions pour cette Société
DocType: Purchase Order,Delivered,Livré
apps/erpnext/erpnext/stock/report/supplier_wise_sales_analytics/supplier_wise_sales_analytics.py +47,Delivered Amount,Montant Livré
DocType: Sales Invoice Item,Delivered By Supplier,Livré Par Fournisseur
,Delivered Items To Be Billed,Les items livrés à être facturés
DocType: Sales Invoice Item,Delivered Qty,Qté livrée
DocType: Item,Delivered by Supplier (Drop Ship),Livré par le Fournisseur (Livraison directe)
apps/erpnext/erpnext/templates/pages/order.html +61,Delivered: {0},Livré: {0}
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.js +654,Delivery,Livraison
DocType: Sales Order,Delivery Date,Date de livraison
DocType: Serial No,Delivery Details,Détails de la livraison
DocType: Serial No,Delivery Document No,Pas de livraison de documents
DocType: Serial No,Delivery Document Type,Type de document de livraison
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.js +708,Delivery Note,Bon de livraison
DocType: Sales Invoice Item,Delivery Note Item,Point de Livraison
DocType: Notification Control,Delivery Note Message,Note Message de livraison
DocType: Quality Inspection,Delivery Note No,Remarque Aucune livraison
DocType: Selling Settings,Delivery Note Required,Bon de livraison obligatoire
,Delivery Note Trends,Bordereau de livraison Tendances
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +482,Delivery Note {0} is not submitted,Livraison Remarque {0} n'est pas soumis
apps/erpnext/erpnext/stock/doctype/packing_slip/packing_slip.py +35,Delivery Note {0} must not be submitted,Pas de clients ou fournisseurs Comptes trouvé
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py +181,Delivery Notes {0} must be cancelled before cancelling this Sales Order,Quantité en ligne {0} ( {1} ) doit être la même que la quantité fabriquée {2}
DocType: Sales Order,Delivery Status,Statut de la livraison
DocType: Serial No,Delivery Time,L'heure de la livraison
DocType: Delivery Note,Delivery To,Livrer à
DocType: Sales Order Item,Delivery Warehouse,Entrepôt de livraison
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py +120,Delivery warehouse required for stock item {0},Entrepôt de livraison requise pour stock pièce {0}
DocType: Department,Department,Département
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +22,Department Stores,Grands Magasins
DocType: Dependent Task,Dependent Task,Tâche dépendante
DocType: Task,Depends On,Dépend de
DocType: Salary Slip Deduction,Depends on Leave Without Pay,Dépend de congé non payé
DocType: Account,Depreciation,Actifs d'impôt
DocType: Purchase Invoice Item,Description,Description
DocType: Job Opening,Description of a Job Opening,Description d'une ouverture d'emploi
DocType: Designation,Designation,Désignation
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +94,Designer,créateur
DocType: Task,Details,Détails
apps/erpnext/erpnext/config/manufacturing.py +62,Details of the operations carried out.,Les détails des opérations effectuées.
DocType: Journal Entry,Difference (Dr - Cr),Différence (Dr - Cr )
DocType: Stock Entry,Difference Account,Compte de différence
apps/erpnext/erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py +242,"Difference Account must be a Asset/Liability type account, since this Stock Reconciliation is an Opening Entry","Compte de différence doit être un compte de type actif / passif, puisque cette Stock réconciliation est une entrée d'ouverture"
DocType: Stock Reconciliation,Difference Amount,Différence Montant
apps/erpnext/erpnext/stock/doctype/packing_slip/packing_slip.js +100,Different UOM for items will lead to incorrect (Total) Net Weight value. Make sure that Net Weight of each item is in the same UOM.,Différents Emballage des articles mènera à incorrects (Total ) Valeur de poids . Assurez-vous que poids net de chaque article se trouve dans la même unité de mesure .
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +68,Direct Expenses,{0} {1} a été modifié . S'il vous plaît rafraîchir .
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +143,Direct Income,Choisissez votre langue
DocType: Pricing Rule,Disable,"Groupe ajoutée, rafraîchissant ..."
DocType: Manufacturing Settings,Disable Capacity Planning and Time Tracking,Planification de la capacité Désactiver et Gestion du Temps
DocType: Global Defaults,Disable In Words,
DocType: Global Defaults,Disable Rounded Total,Désactiver le Total arrondi
DocType: Fiscal Year,Disabled,Désactivé
DocType: Manufacturing Settings,Disables creation of time logs against Production Orders. Operations shall not be tracked against Production Order,Désactive la création de registres de temps contre les ordres de fabrication. Opérations ne doivent pas être suivis contre ordre de fabrication
apps/erpnext/erpnext/public/js/pos/pos.html +28,Discount,Rabais
apps/erpnext/erpnext/templates/print_formats/includes/taxes.html +5,Discount Amount,
DocType: Features Setup,"Discount Fields will be available in Purchase Order, Purchase Receipt, Purchase Invoice","Les champs d'actualisation sera disponible en commande, reçu d'achat, facture d'achat"
DocType: Pricing Rule,Discount Percentage,Annuler Matériel Visiter {0} avant d'annuler ce numéro de client
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.js +18,Discount Percentage can be applied either against a Price List or for all Price List.,Pourcentage de réduction peut être appliquée contre une liste de prix ou pour toute liste de prix.
apps/erpnext/erpnext/setup/doctype/authorization_rule/authorization_rule.py +40,Discount must be less than 100,La remise doit être inférieure à 100
DocType: Pricing Rule,Discount on Price List Rate (%),Taux de remise sur la grille tarifaire (%)
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +72,Dispatch,envoi
DocType: Serial No,Distinct unit of an Item,Unité distincte d'un élément
DocType: Landed Cost Voucher,Distribute Charges Based On,Distribuer accusations fondées sur
DocType: Company,Distribution,Distribution
DocType: Cost Center,Distribution Id,Id distribution
DocType: Monthly Distribution,Distribution Name,Nom distribution
DocType: Sales Partner,Distributor,Distributeur
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +186,Dividends Paid,Dividendes payés
DocType: Employee,Divorced,Divorcé
DocType: Lead,Do Not Contact,Ne communiquez pas avec
DocType: Stock Reconciliation Item,Do not include symbols (ex. $),
DocType: Global Defaults,Do not show any symbol like $ etc next to currencies.,"Ne plus afficher le symbole (tel que $, €...) à côté des montants."
apps/erpnext/erpnext/hr/doctype/process_payroll/process_payroll.js +29,Do you really want to Submit all Salary Slip for month {0} and year {1},"Statut du document de transition {0} {1}, n'est pas autorisé"
apps/erpnext/erpnext/selling/report/inactive_customers/inactive_customers.js +14,Doctype,
DocType: Installation Note Item,Document Type,Type de document
DocType: Company,Domain,Domaine
DocType: HR Settings,Don't send Employee Birthday Reminders,Ne pas envoyer des employés anniversaire rappels
DocType: Production Planning Tool,Download Materials Required,Télécharger Matériel requis
DocType: Upload Attendance,Download Template,Télécharger le modèle
DocType: Production Planning Tool,Download a report containing all raw materials with their latest inventory status,Télécharger un rapport contenant toutes les matières premières avec leur dernier état des stocks
DocType: Upload Attendance,"Download the Template, fill appropriate data and attach the modified file.
All dates and employee combination in the selected period will come in the template, with existing attendance records",
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.js +145,Dr,Dr
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry_list.js +5,Draft,Avant-projet
DocType: Sales Invoice Item,Drop Ship,Livraison directe
apps/erpnext/erpnext/accounts/party.py +283,Due / Reference Date cannot be after {0},En raison / Date de référence ne peut pas être après {0}
DocType: Journal Entry,Due Date,Due Date
apps/erpnext/erpnext/accounts/party.py +271,Due Date cannot be before Posting Date,La date d'échéance ne peut être antérieure Date de publication
apps/erpnext/erpnext/controllers/accounts_controller.py +92,Due Date is mandatory,Date d'échéance est obligatoire
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.js +26,Duplicate,Dupliquer
apps/erpnext/erpnext/setup/doctype/authorization_rule/authorization_rule.py +24,Duplicate Entry. Please check Authorization Rule {0},Point {0} n'est pas un objet sérialisé
apps/erpnext/erpnext/stock/doctype/serial_no/serial_no.py +201,Duplicate Serial No entered for Item {0},Dupliquer N ° de série entré pour objet {0}
apps/erpnext/erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py +88,Duplicate entry,dupliquer entrée
apps/erpnext/erpnext/utilities/transaction_base.py +78,Duplicate row {0} with same {1},Pièces de journal {0} sont non liée
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +170,Duties and Taxes,Frais et taxes
apps/erpnext/erpnext/setup/setup_wizard/setup_wizard.py +171,ERPNext Setup Complete!,
apps/erpnext/erpnext/stock/report/stock_ageing/stock_ageing.py +41,Earliest,plus tôt
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +30,Earnest Money,Arrhes
DocType: Salary Slip,Earning,Revenus
DocType: Salary Slip,Earning & Deduction,Gains et déduction
DocType: Earning Type,Earning Type,Type de Revenus
DocType: Salary Slip,Earnings,Bénéfices
apps/erpnext/erpnext/manufacturing/page/bom_browser/bom_browser.js +71,Edit,Modifier
DocType: Sales Invoice Item,Edit Description,Modifier la description
DocType: Employee,Education,Education
DocType: Employee,Educational Qualification,Qualification pour l'éducation
DocType: SMS Settings,Eg. smsgateway.com/api/send_sms.cgi,Par exemple. smsgateway.com / api / send_sms.cgi
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py +52,Either debit or credit amount is required for {0},Soit de débit ou de montant de crédit est nécessaire pour {0}
apps/erpnext/erpnext/setup/doctype/territory/territory.py +19,Either target qty or target amount is mandatory,Voulez-vous vraiment arrêter
apps/erpnext/erpnext/setup/doctype/sales_person/sales_person.py +16,Either target qty or target amount is mandatory.,annuel
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +111,Electrical,local
DocType: Workstation,Electricity Cost,Coût de l'électricité
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +24,Electronics,électronique
DocType: Lead,Email,E-mail
apps/erpnext/erpnext/config/learn.py +67,Email Account,Compte E-mail
DocType: Email Digest,Email Digest,Email Digest
DocType: Email Digest,Email Digest Settings,Paramètres de messagerie Digest
apps/erpnext/erpnext/setup/doctype/email_digest/email_digest.js +17,Email Digest: ,
apps/erpnext/erpnext/public/js/setup_wizard.js +172,Email ID,Email ID
DocType: Lead,Email Id,
apps/erpnext/erpnext/crm/doctype/newsletter_list/newsletter_list.js +26,Email Ids,Email Ids
apps/erpnext/erpnext/config/setup.py +93,Email Notifications,Notifications par Email
DocType: Newsletter,Email Sent?,Courriel envoyés?
DocType: Payment Request,Email To,
apps/erpnext/erpnext/hr/doctype/job_applicant/job_applicant.py +38,"Email id must be unique, already exists for {0}","Email id doit être unique , existe déjà pour {0}"
DocType: Employee,Emergency Contact,En cas d'urgence
DocType: Employee,Emergency Phone,téléphone d'urgence
DocType: Fiscal Year,Employee,Employés
DocType: Employee Attendance Tool,Employee Attendance Tool,
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +166,Employee Benefits,Avantages du personnel
,Employee Birthday,Anniversaire de l'employé
DocType: Employee Education,Employee Education,Formation de l'employé
DocType: Employee External Work History,Employee External Work History,Antécédents professionnels de l'employé
,Employee Holiday Attendance,
,Employee Information,Renseignements sur l'employé
DocType: Employee Internal Work History,Employee Internal Work History,Antécédents professionnels interne de l'employé
DocType: Employee Leave Approver,Employee Leave Approver,Approbateur des Congés de l'employé
,Employee Leave Balance,Balance des jours de congés de l'employé
DocType: Attendance,Employee Name,Nom de l'employé
DocType: Employee,Employee Number,Numéro d'employé
DocType: HR Settings,Employee Records to be created by,Dossiers sur les employés à être créées par
DocType: HR Settings,Employee Settings,Réglages des employés
DocType: Leave Control Panel,Employee Type,Type de contrat
apps/erpnext/erpnext/config/hr.py +7,Employee and Attendance,
apps/erpnext/erpnext/hr/doctype/salary_structure/salary_structure.py +86,Employee can not be changed,L'employé ne peut pas être modifié
apps/erpnext/erpnext/hr/doctype/employee/employee.py +156,Employee cannot report to himself.,L'employé ne peut pas rendre compte à lui-même.
apps/erpnext/erpnext/config/hr.py +190,"Employee designation (e.g. CEO, Director etc.).","Intitulé de Poste (par exemple Directeur Général, Directeur...)"
DocType: HR Settings,Employee record is created using selected field. ,dossier de l'employé est créé en utilisant champ sélectionné.
apps/erpnext/erpnext/config/hr.py +12,Employee records.,Dossiers des Employés.
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py +99,Employee relieved on {0} must be set as 'Left',S'il vous plaît entrer unité de mesure par défaut
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +158,Employee {0} has already applied for {1} between {2} and {3},Employé {0} a déjà appliqué pour {1} entre {2} et {3}
apps/erpnext/erpnext/hr/doctype/attendance/attendance.py +40,Employee {0} is not active or does not exist,"L'employé {0} n'est pas actif, ou n'existe pas"
apps/erpnext/erpnext/hr/doctype/attendance/attendance.py +29,Employee {0} was on leave on {1}. Cannot mark attendance.,L'employé {0} a été en congé le {1} . Vous ne pouvez pas marquer sa présence.
DocType: Expense Claim,Employees Email Id,Identifiants email des employés
DocType: Employee Attendance Tool,Employees HTML,
DocType: Employee,Employment Details,Détails de l'emploi
DocType: Employee,Employment Type,Type d'emploi
apps/erpnext/erpnext/config/accounts.py +235,Enable / disable currencies.,Active / désactive les devises
DocType: Shopping Cart Settings,Enable Checkout,
DocType: Shopping Cart Settings,Enable Shopping Cart,Activer Panier
DocType: Workstation Working Hour,Enabled,Activé
DocType: Employee,Encashment Date,Date de l'encaissement
DocType: Sales Invoice,End Date,Date de fin
apps/erpnext/erpnext/hr/doctype/appraisal/appraisal.py +30,End Date can not be less than Start Date,Évaluation de l'objet mis à jour
DocType: Workstation Working Hour,End Time,Heure de fin
DocType: Item,End of Life,Fin de vie
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +25,Energy,énergie
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +84,Engineer,ingénieur
DocType: Contact,Enter department to which this Contact belongs,Entrez le département auquel appartient ce contact
DocType: Contact,Enter designation of this Contact,Entrez la désignation de ce contact
DocType: Production Planning Tool,Enter items and planned qty for which you want to raise production orders or download raw materials for analysis.,Introduisez les articles et qté planifiée pour laquelle vous voulez soulever ordres de fabrication ou de télécharger des matières premières pour l'analyse.
DocType: Opportunity,Enter name of campaign if source of enquiry is campaign,Entrez le nom de la campagne si la source de l'enquête est la campagne
DocType: SMS Settings,"Enter static url parameters here (Eg. sender=ERPNext, username=ERPNext, password=1234 etc.)","Entrez les paramètres url statiques (par exemple ici sender = ERPNext, username = ERPNext, mot de passe = 1234 etc)"
DocType: SMS Settings,Enter url parameter for message,Entrez le paramètre url pour le message
DocType: SMS Settings,Enter url parameter for receiver nos,Entrez le paramètre url pour nos récepteurs
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +26,Entertainment & Leisure,Entertainment & Leisure
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +93,Entertainment Expenses,Frais de représentation
DocType: Journal Entry,Entry Type,Type d'entrée
DocType: Account,Equity,Capitaux propres
apps/erpnext/erpnext/templates/includes/footer/footer_extension.html +32,Error: Not a valid id?,Erreur: Pas un identifiant valide?
apps/erpnext/erpnext/stock/doctype/purchase_receipt/purchase_receipt.js +663,Error: {0} > {1},Erreur: {0} > {1}
DocType: Project,Estimated Cost,
DocType: Production Order Operation,Estimated Time and Cost,Durée et Coût estimatif
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.js +43,"Even if there are multiple Pricing Rules with highest priority, then following internal priorities are applied:","Même s'il existe plusieurs règles de tarification avec la plus haute priorité, les priorités internes alors suivantes sont appliquées:"
DocType: Item,"Example: ABCD.#####
If series is set and Serial No is not mentioned in transactions, then automatic serial number will be created based on this series. If you always want to explicitly mention Serial Nos for this item. leave this blank.",
DocType: Journal Entry Account,Exchange Rate,Taux de change
apps/erpnext/erpnext/controllers/sales_and_purchase_return.py +43,Exchange Rate must be same as {0} {1} ({2}),Taux de change doit être le même que {0} {1} ({2})
DocType: Journal Entry,Excise Entry,Entrée accise
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.js +179,Excise Invoice,
DocType: Delivery Note,Excise Page Number,Numéro de page d'accise
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +140,Execution,exécution
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +27,Executive Search,Executive Search
DocType: Sales Invoice,Exhibition,Exposition
DocType: Sales Invoice,Existing Customer,Client existant
DocType: Employee,Exit,Sortie
DocType: Employee,Exit Interview Details,Quittez Détails Interview
apps/erpnext/erpnext/stock/doctype/material_request/material_request.py +59,Expected Date cannot be before Material Request Date,Date prévu ne peut pas être avant Matériel Date de la demande
DocType: Production Order,Expected Delivery Date,Date de livraison prévue
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py +55,Expected Delivery Date cannot be before Purchase Order Date,Une autre structure salariale {0} est active pour les employés {0} . S'il vous plaît faire son statut « inactif » pour continuer.
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py +50,Expected Delivery Date cannot be before Sales Order Date,"Stock réconciliation peut être utilisé pour mettre à jour le stock à une date donnée , généralement selon l'inventaire physique ."
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.py +329,Expected Delivery Date is lesser than Planned Start Date.,Date de livraison prévue est moindre que prévue Date de début.
DocType: Project,Expected End Date,Date de fin prévue
apps/erpnext/erpnext/projects/doctype/project/project.py +43,Expected End Date can not be less than Expected Start Date,Date prévue de la fin ne peut être inférieure à Date de début prévue
DocType: Project,Expected Start Date,Date de début prévue
DocType: Task,Expected Time (in hours),Durée prévue (en heures)
DocType: Account,Expense,frais
apps/erpnext/erpnext/controllers/stock_controller.py +173,Expense / Difference account ({0}) must be a 'Profit or Loss' account,Dépenses / compte de la différence ({0}) doit être un compte «de résultat»
DocType: Account,Expense Account,Compte de dépenses
DocType: Expense Claim,Expense Approver,Approbateur des Frais
DocType: Journal Entry Account,Expense Claim,Note de frais
DocType: Notification Control,Expense Claim Approved,Note de Frais Approuvée
DocType: Notification Control,Expense Claim Approved Message,Note de Frais Approuvée message
DocType: Expense Claim Detail,Expense Claim Detail,Détail Note de Frais
DocType: Notification Control,Expense Claim Rejected,Note de Frais Rejetée
DocType: Notification Control,Expense Claim Rejected Message,Note de Frais Rejetée Message
DocType: Expense Claim Detail,Expense Claim Type,Type de Frais
apps/erpnext/erpnext/hr/doctype/expense_claim/expense_claim.js +127,Expense Claim is pending approval. Only the Expense Approver can update status.,La note de frais est en attente d'approbation. Seul l'approbateur des frais peut mettre à jour le statut.
apps/erpnext/erpnext/projects/doctype/project/project.js +47,Expense Claims,Notes de Frais
DocType: Expense Claim Detail,Expense Date,Date de frais
DocType: Purchase Invoice Item,Expense Head,Chef des frais
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py +169,Expense account is mandatory for item {0},Contre le projet de loi {0} {1} daté
apps/erpnext/erpnext/controllers/stock_controller.py +167,Expense or Difference account is mandatory for Item {0} as it impacts overall stock value,Frais ou différence compte est obligatoire pour objet {0} car il impacts valeur globale des actions
DocType: Expense Claim,Expenses,Note: Ce centre de coûts est un groupe . Vous ne pouvez pas faire les écritures comptables contre des groupes .
DocType: Account,Expenses Included In Valuation,Frais inclus dans l'évaluation
apps/erpnext/erpnext/stock/doctype/batch/batch_list.js +5,Expired,Expiré
DocType: Batch,Expiry Date,Date d'expiration
DocType: BOM,Exploded_items,Exploded_items
DocType: Features Setup,Exports,Exportations
DocType: Project,External,Externe
DocType: Employee,External Work History,Histoire de travail externe
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +148,Extra Large,Extra Large
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +144,Extra Small,Très Petit
DocType: Bin,FCFS Rate,Taux PAPS
DocType: Payment Request,Failed,Échoué
DocType: Employee,Family Background,Antécédents familiaux
DocType: Lead,Fax,Fax
DocType: Features Setup,Features Setup,Features Setup
DocType: Employee,Feedback,Commentaire
DocType: Employee,Female,Femme
apps/erpnext/erpnext/stock/doctype/material_request/material_request.js +681,Fetch exploded BOM (including sub-assemblies),Fetch nomenclature éclatée ( y compris les sous -ensembles )
DocType: Features Setup,"Field available in Delivery Note, Quotation, Sales Invoice, Sales Order","Champ disponible dans la note de livraison, devis, facture de vente, Sales Order"
apps/erpnext/erpnext/config/learn.py +72,File Manager,Gestionnaire de fichiers
DocType: Rename Tool,File to Rename,Fichier à Renommer
apps/erpnext/erpnext/hr/doctype/expense_claim/expense_claim.js +121,Fill the form and save it,Remplissez le formulaire et l'enregistrer
DocType: Tax Rule,Filters,Filtres
apps/erpnext/erpnext/config/accounts.py +230,Financial / accounting year.,Exercice comptable.
,Financial Analytics,Financial Analytics
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +28,Financial Services,services financiers
apps/erpnext/erpnext/public/js/setup_wizard.js +41,Financial Year End Date,Date de fin de l'exercice financier
apps/erpnext/erpnext/public/js/setup_wizard.js +39,Financial Year Start Date,Date de Début de l'exercice financier
DocType: Payment Tool,Find Invoices to Match,Trouver factures pour correspondre
,Finished Goods,Produits finis
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +357,Finished Item {0} must be entered for Manufacture type entry,Point Fini {0} doit être saisi pour le type de Fabrication entrée
DocType: Contact,First Name,Prénom
