apps/frappe/frappe/public/js/frappe/ui/messages.js +163,Enter your password,Entrez votre mot de passe
apps/frappe/frappe/public/js/frappe/ui/filters/edit_filter.html +6,Equals,Equals
DocType: Scheduler Log,Error,Erreur
apps/frappe/frappe/public/html/error_snapshot.html +32,Error Report,Rapport d&#39;erreur
DocType: Error Snapshot,Error Snapshot,Instantané d&#39;erreur
apps/frappe/frappe/email/doctype/email_alert/email_alert.py +78,Error while evaluating Email Alert {0}. Please fix your template.,
apps/frappe/frappe/model/document.py +456,Error: Document has been modified after you have opened it,Erreur: document a été modifié après que vous l&#39;avez ouvert
apps/frappe/frappe/templates/base.html +137,Error: Not a valid id?,Erreur: Pas un identifiant valide?
apps/frappe/frappe/config/core.py +47,Errors in Background Events,Erreurs en arrière-plan des événements
DocType: Event,Event,Événement
DocType: Event Role,Event Role,Rôle de l&#39;événement
DocType: Event,Event Type,Type d&#39;événement
apps/frappe/frappe/config/desk.py +21,Event and other calendars.,Événement et d&#39;autres calendriers.
apps/frappe/frappe/desk/doctype/event/event.py +20,Event end must be after start,Fin de l'événement doit être après le début
apps/frappe/frappe/desk/doctype/event/event.py +59,Events In Today's Calendar,Événements dans le calendrier d&#39;aujourd&#39;hui
DocType: Event,Every Day,Every Day
DocType: Event,Every Month,Chaque mois
DocType: Event,Every Week,Chaque semaine
DocType: Event,Every Year,Chaque année
apps/frappe/frappe/desk/doctype/event/event.py +28,Every day events should finish on the same day.,Tous les événements de la journée doivent terminer le même jour.
DocType: DocShare,Everyone,Tout le monde
DocType: Note,Everyone can read,Tout le monde peut lire
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +197,Example,Exemple
apps/frappe/frappe/core/doctype/report/report.js +11,Example:,Exemple:
DocType: Error Snapshot,Exception,Exception
DocType: Error Snapshot,Exception Type,Type d&#39;exception
apps/frappe/frappe/public/js/frappe/ui/tree.js +122,Expand,Afficher le contenu
DocType: Bulk Email,Expired,Expiré
apps/frappe/frappe/core/page/desktop/desktop.js +38,Explore,
DocType: DocPerm,Export,Exporter
apps/frappe/frappe/core/page/data_import_tool/data_import_main.html +3,Export Template,Exporter le modèle
apps/frappe/frappe/public/js/frappe/misc/tools.js +8,Export not allowed. You need {0} role to export.,Vider le cache
apps/frappe/frappe/website/doctype/website_settings/website_settings.js +17,Exported,exporté
DocType: Email Alert Recipient,"Expression, Optional","Expression, option"
DocType: Social Login Keys,Facebook,Facebook
DocType: Social Login Keys,Facebook Client ID,Facebook identification client
DocType: Social Login Keys,Facebook Client Secret,Facebook client secret
DocType: Website Settings,Facebook Share,Partager avec Facebook
DocType: User,Facebook User ID,Facebook ID utilisateur
DocType: User,Facebook Username,Facebook Nom d'utilisateur
DocType: Async Task,Failed,Échoué
DocType: Website Settings,FavIcon,FavIcon
apps/frappe/frappe/desk/page/applications/applications.js +129,Featured,Sélection
apps/frappe/frappe/desk/page/activity/activity.js +197,Feb,Février
DocType: User,Female,Femme
apps/frappe/frappe/core/doctype/doctype/doctype.py +347,Field '{0}' cannot be set as Unique as it has non-unique values,"Le champ &#39;{0}&#39; ne peut pas être défini comme unique, car il a des valeurs non-uniques"
DocType: Custom Field,Field Description,Champ Description
DocType: Property Setter,Field Name,Nom de domaine
DocType: Custom Field,Field Type,Type de champ
DocType: Workflow,"Field that represents the Workflow State of the transaction (if field is not present, a new hidden Custom Field will be created)","Champ qui représente l&#39;état du workflow de la transaction (si le champ n&#39;est pas présent, un nouveau champ caché personnalisé sera créé)"
apps/frappe/frappe/core/doctype/doctype/doctype.py +294,Field {0} in row {1} cannot be hidden and mandatory without default,Champ {0} en ligne {1} ne peut pas être caché et obligatoire sans défaut
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js +208,Field {0} is not selectable.,Monter : {0}
apps/frappe/frappe/core/doctype/doctype/doctype.py +276,Field {0} of type {1} cannot be mandatory,Champ {0} de type {1} ne peut pas être obligatoire
DocType: Custom Field,Fieldname,Nom du champs
apps/frappe/frappe/core/doctype/doctype/doctype.py +422,Fieldname is required in row {0},Fieldname est nécessaire dans la ligne {0}
apps/frappe/frappe/custom/doctype/custom_field/custom_field.py +37,Fieldname not set for Custom Field,Fieldname pas réglé pour un champ personnalisé
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js +58,Fieldname which will be the DocType for this link field.,Fieldname qui sera le Doctype pour ce domaine de liaison.
apps/frappe/frappe/core/doctype/doctype/doctype.py +272,Fieldname {0} appears multiple times in rows {1},Fieldname {0} apparaît plusieurs fois dans les lignes {1}
apps/frappe/frappe/model/db_schema.py +539,Fieldname {0} cannot have special characters like {1},Fieldname {0} ne peut pas avoir des caractères spéciaux comme {1}
DocType: DocType,Fields,Champs
DocType: Customize Form,"Fields separated by comma (,) will be included in the ""Search By"" list of Search dialog box","Les champs séparés par une virgule (,) seront inclus dans la &quot;Recherche par&quot; liste boîte de dialogue de recherche de"
DocType: Web Form Field,Fieldtype,FieldType
apps/frappe/frappe/custom/doctype/customize_form/customize_form.py +269,Fieldtype cannot be changed from {0} to {1} in row {2},"FieldType peut pas être modifié à partir de {0} {1}, à la ligne {2}"
apps/frappe/frappe/core/doctype/doctype/doctype.py +350,Fieldtype {0} for {1} cannot be indexed,FieldType {0} pour {1} ne peut pas être indexé
apps/frappe/frappe/core/doctype/doctype/doctype.py +328,Fieldtype {0} for {1} cannot be unique,FieldType {0} pour {1} ne peut pas être unique
DocType: File,File,
apps/frappe/frappe/core/doctype/file/file.py +327,File '{0}' not found,Fichier &#39;{0}&#39; introuvable
apps/frappe/frappe/config/desktop.py +19,File Manager,Gestionnaire de fichiers
DocType: File,File Name,Nom du fichier
DocType: File,File Size,Taille du fichier
DocType: File,File URL,URL du fichier
apps/frappe/frappe/utils/csvutils.py +25,File not attached,Fichier pas joint
apps/frappe/frappe/public/js/frappe/request.js +95,File size exceeded the maximum allowed size of {0} MB,La taille du fichier a dépassé la taille maximale autorisée de {0} Mo
apps/frappe/frappe/core/doctype/file/file.py +119,File {0} does not exist,Fichier {0} n'existe pas
DocType: User,Fill Screen,Remplir l'écran
DocType: DocPerm,Filter records based on User Permissions defined for a user,Filtrer les enregistrements basés sur les autorisations des utilisateurs définis pour un utilisateur
apps/frappe/frappe/print/page/print_format_builder/print_format_builder_sidebar.html +3,Filter...,Filtre ...
apps/frappe/frappe/website/doctype/blog_post/blog_post.py +99,"Filtered by ""{0}""",Filtré par &quot;{0}&quot;
DocType: Email Alert,Filters,Filtres
apps/frappe/frappe/public/js/frappe/ui/toolbar/awesome_bar.js +172,Find {0} in {1},Trouver {0} dans {1}
apps/frappe/frappe/core/doctype/error_snapshot/error_snapshot_list.js +11,First Level,Premier niveau
DocType: User,First Name,Prénom
apps/frappe/frappe/core/page/data_import_tool/exporter.py +62,First data column must be blank.,La première colonne de données doit être vierge.
DocType: DocField,Float,Flotter
DocType: System Settings,Float Precision,Nombre de décimales
DocType: DocField,Fold,Plier
apps/frappe/frappe/core/doctype/doctype/doctype.py +364,Fold can not be at the end of the form,Fold ne peut pas être à la fin de la forme
apps/frappe/frappe/core/doctype/doctype/doctype.py +362,Fold must come before a Section Break,Pliez doit venir avant un saut de section
DocType: File,Folder,Dossier
apps/frappe/frappe/core/doctype/file/file.py +108,Folder is mandatory,Folder est obligatoire
apps/frappe/frappe/core/doctype/file/file.py +249,Folder {0} does not exist,
apps/frappe/frappe/core/doctype/file/file.py +197,Folder {0} is not empty,Dossier {0} est pas vide
DocType: Print Format,Font,
DocType: Print Settings,Font Size,Taille des caractères
DocType: Email Account,Footer,Pied de page
DocType: Website Theme,Footer Color,Couleur de pied de page
DocType: Website Settings,Footer Items,Articles de bas de page
DocType: Website Theme,Footer Text Color,Couleur du texte du pied de page
DocType: DocField,"For Links, enter the DocType as range.
For Select, enter list of Options, each on a new line.",
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js +48,"For comparative filters, start with","Pour les filtres de comparaison, commencez par"
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +19,For example if you cancel and amend INV004 it will become a new document INV004-1. This helps you to keep track of each amendment.,"Par exemple, si vous annulez et de modifier INV004 il deviendra un nouveau document INV004-1. Cela vous aide à garder une trace de chaque amendement."
apps/frappe/frappe/print/page/print_format_builder/print_format_builder.js +579,"For example: If you want to include the document ID, use {0}","Par exemple: Si vous voulez inclure l&#39;ID du document, utilisez {0}"
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js +49,For ranges,Pour les plages
DocType: Top Bar Item,For top bar,Pour la barre supérieure
apps/frappe/frappe/core/page/data_import_tool/exporter.py +66,"For updating, you can update only selective columns.","Pour la mise à jour, vous pouvez mettre à jour uniquement les colonnes sélectifs."
apps/frappe/frappe/core/doctype/doctype/doctype.py +465,For {0} at level {1} in {2} in row {3},Pour {0} au niveau {1} {2} dans la ligne {3}
DocType: Desktop Icon,Force Show,
apps/frappe/frappe/templates/pages/login.html +50,Forgot Password?,Mot de passe oublié?
apps/frappe/frappe/public/js/frappe/ui/page.js +4,Form,Forme
DocType: Print Format,Format Data,Format des données
apps/frappe/frappe/public/js/frappe/ui/toolbar/offcanvas_left_sidebar.html +29,Forums,Forums
DocType: Contact Us Settings,Forward To Email Address,Transférer à l'adresse Email
DocType: Currency,Fraction,Fraction
DocType: Currency,Fraction Units,Unités fraction
DocType: Error Snapshot,Frames,Cadres
apps/frappe/frappe/public/js/frappe/ui/toolbar/about.js +4,Frappe Framework,Framework Frappe
DocType: Event,Friday,Vendredi
DocType: Error Snapshot,Friendly Title,Titre Ami
DocType: Communication,From,
apps/frappe/frappe/public/js/frappe/views/reports/grid_report.js +305,From Date must be before To Date,Partir de la date doit être antérieure à ce jour
DocType: Communication,From Full Name,
DocType: About Us Team Member,Full Name,Nom et Prénom
apps/frappe/frappe/public/js/frappe/form/print_layout.html +22,Full Page,Pleine page
DocType: Email Account,GMail,GMail
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html +8,Gantt,Gantt
apps/frappe/frappe/public/js/frappe/views/ganttview.js +45,Gantt Chart,Diagramme de Gantt
DocType: User,Gender,Sexe
DocType: Country,Geo,Geo
apps/frappe/frappe/public/js/frappe/model/create_new.js +280,Get,Obtenez
apps/frappe/frappe/public/js/frappe/model/create_new.js +269,Get From ,
DocType: User,Get your globally recognized avatar from Gravatar.com,Obtenez votre avatar mondialement reconnu de Gravatar.com
DocType: Social Login Keys,GitHub,GitHub
DocType: Social Login Keys,GitHub Client ID,GitHub identification client
DocType: Social Login Keys,GitHub Client Secret,GitHub client secret
DocType: User,Github User ID,Github ID utilisateur
DocType: User,Github Username,github Nom d'utilisateur
DocType: Email Unsubscribe,Global Unsubscribe,Se désabonner mondial
DocType: Web Form,Go to this url after completing the form.,Aller à cette url après remplir le formulaire.
DocType: Social Login Keys,Google,Google
DocType: Website Settings,Google Analytics ID,Google Analytics ID
DocType: Social Login Keys,Google Client ID,Google identification client
DocType: Social Login Keys,Google Client Secret,Google client secret
DocType: Website Theme,Google Font (Heading),Google police (titre)
DocType: Website Theme,Google Font (Text),Google police (texte)
DocType: Website Settings,Google Plus One,Google Plus One
DocType: User,Google User ID,Google ID utilisateur
DocType: Event,Groups,Groupes
apps/frappe/frappe/config/core.py +17,Groups of DocTypes,Groupes de DocTypes
DocType: Web Page,HTML for header section. Optional,HTML pour la section d'en-tête. Optionnel
apps/frappe/frappe/templates/pages/login.html +63,Have an account? Login,Avoir un compte? S&#39;identifier
DocType: Web Page,Header,En-tête
DocType: DocField,Heading,Titre
DocType: Website Theme,Heading Style,Style de titre
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +163,Help,Aide
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +16,Help for User Permissions,Aide pour les autorisations des utilisateurs
apps/frappe/frappe/public/js/frappe/ui/toolbar/awesome_bar.js +88,Help on Search,Aide de recherche
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +167,Help: Field Properties,Aide: Propriétés du champ
DocType: Note,"Help: To link to another record in the system, use ""#Form/Note/[Note Name]"" as the Link URL. (don't use ""http://"")","Aide: Pour lier à un autre enregistrement dans le système, utiliser &quot;# Form / Note / [Note Nom]», comme l&#39;URL du lien. (Ne pas utiliser &quot;http://&quot;)"
DocType: Print Format,Helvetica,Helvetica
DocType: DocField,Hidden,caché
DocType: DocType,Hide Actions,Masquer Actions
DocType: DocType,Hide Copy,Cacher Copier
DocType: Website Settings,Hide Footer Signup,Hide Footer inscrire
DocType: DocType,Hide Heading,Masquer l'en-tête
DocType: Website Theme,Hide Sidebar,Masquer la barre latérale
DocType: DocType,Hide Toolbar,Masquer la barre d'outils
apps/frappe/frappe/public/js/frappe/form/layout.js +93,Hide details,
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +218,Hide field in Report Builder,Masquer le champ de Report Builder
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +214,Hide field in Standard Print Format,Masquer le champ dans la norme Format d'impression
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +210,Hide field in form,Cacher champ sous forme
DocType: ToDo,High,Haut
DocType: Company History,Highlight,Surligner
apps/frappe/frappe/core/doctype/file/file_list.js +164,Home,Accueil
DocType: Website Settings,Home Page,Page d&#39;accueil
DocType: Website Settings,Home Page is Products,La page d'accueil est Produits
apps/frappe/frappe/core/doctype/file/test_file.py +43,Home/Test Folder 1,Accueil / Dossier Test 1
apps/frappe/frappe/core/doctype/file/test_file.py +74,Home/Test Folder 1/Test Folder 3,Accueil/Dossier Test 1/Dossier Test 3
apps/frappe/frappe/core/doctype/file/test_file.py +57,Home/Test Folder 2,Accueil/Dossier Test 2
apps/frappe/frappe/public/js/frappe/ui/editor.html +68,Horizontal Line Break,Saut de ligne horizontale
DocType: Currency,"How should this currency be formatted? If not set, will use system defaults","Comment cette monnaie est formaté? S&#39;il n&#39;est pas défini, utilisera par défaut du système"
DocType: Property Setter,ID (name) of the entity whose property is to be set,ID (nom) de l&#39;entité dont la propriété doit être définie
apps/frappe/frappe/public/js/frappe/views/reports/reportview.js +379,ID field is required to edit values using Report. Please select the ID field using the Column Picker,champ ID est nécessaire pour modifier les valeurs à l'aide de rapport. S'il vous plaît sélectionnez le champ ID à l'aide du sélecteur de colonne
DocType: DocType,Icon,icône
DocType: Workflow State,Icon will appear on the button,L'icône apparaîtra sur le bouton
DocType: Desktop Icon,Idx,
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +251,If Document Type,Si Type de document
apps/frappe/frappe/core/doctype/doctype/doctype.py +481,If Owner,Si le propriétaire
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +25,"If a Role does not have access at Level 0, then higher levels are meaningless.","Si un rôle n'a pas accès au niveau 0, des niveaux plus élevés n'ont pas de sens ."
DocType: Workflow,"If checked, all other workflows become inactive.","Si elle est cochée, tous les autres flux de production deviennent inactifs."
DocType: Website Settings,"If checked, the Home page will be the default Item Group for the website.","Si elle est cochée, la page d&#39;accueil sera le groupe d&#39;éléments par défaut pour le site."
DocType: Website Theme,"If image is selected, color will be ignored.","Si l&#39;image est sélectionnée, la couleur sera ignoré."
DocType: Email Account,If non standard port (e.g. 587),Si non port standard (par exemple 587)
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +38,"If these instructions where not helpful, please add in your suggestions on GitHub Issues.","Si ces instructions où pas utile , s'il vous plaît ajouter vos suggestions sur les questions GitHub ."
DocType: DocPerm,If user is the owner,Si l&#39;utilisateur est le propriétaire
apps/frappe/frappe/core/page/data_import_tool/exporter.py +70,"If you are updating, please select ""Overwrite"" else existing rows will not be deleted.","Si vous mettez à jour, s'il vous plaît sélectionner ""Écraser"" rangées ailleurs existants ne seront pas supprimés."
apps/frappe/frappe/core/page/data_import_tool/exporter.py +64,"If you are uploading new records, ""Naming Series"" becomes mandatory, if present.","Si vous téléchargez de nouveaux records, ""Nommer Series"" devient obligatoire, se il est présent."
apps/frappe/frappe/core/page/data_import_tool/exporter.py +63,"If you are uploading new records, leave the ""name"" (ID) column blank.","Si vous téléchargez de nouveaux records, laissez-la vide ""nom"" de la colonne (ID)."
DocType: Top Bar Item,"If you set this, this Item will come in a drop-down under the selected parent.","Si vous définissez cette , cet article va venir dans un menu déroulant dans le cadre du parent sélectionné ."
apps/frappe/frappe/core/doctype/user/user.py +536,"If you think this is unauthorized, please change the Administrator password.","Si vous pensez que cela est non autorisé, s&#39;il vous plaît changer le mot de passe administrateur."
DocType: Translation,"If your data is in HTML, please copy paste the exact HTML code with the tags.",
apps/frappe/frappe/core/page/permission_manager/permission_manager.js +421,If {0} is permitted,Si {0} est autorisé
DocType: DocField,Ignore User Permissions,Ignorer les autorisations des utilisateurs
DocType: System Settings,Ignore User Permissions If Missing,Ignorer les autorisations des utilisateurs si manquant
DocType: DocField,Ignore XSS Filter,
DocType: Email Account,Ignore attachments over this size,Ignorer les pièces jointes plus de cette taille
apps/frappe/frappe/core/page/data_import_tool/data_import_main.html +59,Ignore encoding errors.,Ignorer les erreurs de l'encodage.
apps/frappe/frappe/model/rename_doc.py +344,Ignored: {0} to {1},Ignoré: {0} au {1}
apps/frappe/frappe/public/js/frappe/views/reports/grid_report.js +858,"Ignoring Item {0}, because a group exists with the same name!","Elements  ignoré {0}, un groupe avec le même nom exist !"
DocType: DocField,Image,Image
DocType: About Us Team Member,Image Link,Lien vers l&#39;image
DocType: DocPerm,Import,Importer
apps/frappe/frappe/config/setup.py +95,Import / Export Data,Import / Export de données
apps/frappe/frappe/config/setup.py +97,Import / Export Data from .csv files.,Import / Export de données de fichiers CSV .
apps/frappe/frappe/core/page/data_import_tool/data_import_tool.js +160,Import Failed,Échec de l'importation
apps/frappe/frappe/core/page/data_import_tool/data_import_tool.js +81,"Import Request Queued. This may take a few moments, please be patient.","Importer appel en attente. Cela peut prendre quelques instants, s&#39;il vous plaît soyez patient."
apps/frappe/frappe/core/page/data_import_tool/data_import_tool.js +108,Import Successful!,Importez réussie !
apps/frappe/frappe/core/page/data_import_tool/data_import_tool.js +87,Importing,Importation
apps/frappe/frappe/core/page/data_import_tool/data_import_tool.js +86,Importing...,Importation ...
apps/frappe/frappe/public/js/frappe/ui/filters/edit_filter.html +8,In,dans
DocType: DocType,In Dialog,Dans la boîte de dialogue
DocType: DocField,In Filter,Dans filtre
DocType: System Settings,In Hours,Dans Heures
DocType: Web Form,"In JSON as [{""title"":""Jobs"", ""name"":""jobs""}]","Dans JSON comme [{&quot;title&quot;: &quot;Emploi&quot;, &quot;name&quot;: &quot;emplois&quot;}]"
DocType: DocField,In List View,Dans la Fenêtre
DocType: Communication,In Reply To,En réponse à
DocType: Custom Field,In Report Filter,Dans le rapport de filtre
DocType: Print Settings,In points. Default is 9.,En points. Par défaut est 9.
apps/frappe/frappe/email/doctype/email_account/email_account_list.js +18,Inbox,Boîte de réception
apps/frappe/frappe/model/document.py +767,Incorrect value in row {0}: {1} must be {2} {3},Valeur incorrecte à la ligne {0} : {1} doit être {2} {3}
apps/frappe/frappe/model/document.py +769,Incorrect value: {0} must be {1} {2},Valeur incorrecte: {0} doit être {1} {2}
apps/frappe/frappe/public/js/frappe/ui/editor.html +64,Indent (Tab),Tiret (Tab)
DocType: DocField,Index,Index
DocType: Communication,Info,Infos
apps/frappe/frappe/core/page/data_import_tool/exporter.py +231,Info:,Info:
apps/frappe/frappe/public/js/frappe/ui/editor.js +446,Insert,Insérer
apps/frappe/frappe/public/js/frappe/form/grid_form.html +10,Insert Above,Insérer au-dessus
DocType: Custom Field,Insert After,Insérer après
apps/frappe/frappe/custom/doctype/custom_field/custom_field.py +67,Insert After cannot be set as {0},Insérer après ne peut être réglé que {0}
apps/frappe/frappe/custom/doctype/custom_field/custom_field.py +63,"Insert After field '{0}' mentioned in Custom Field '{1}', does not exist","Insérer après le champ '{0}' mentionné dans un champ personnalisé '{1}' , n'existe pas"
apps/frappe/frappe/public/js/frappe/form/grid_form.html +26,Insert Below,Insérer en dessous
DocType: Web Page,Insert Code,Insérez le code
apps/frappe/frappe/public/js/frappe/ui/editor.html +48,Insert Link,Insérer un lien
DocType: Web Page,Insert Style,Insérez style
apps/frappe/frappe/public/js/frappe/ui/editor.html +45,Insert picture (or just drag & drop),Insérer une image (ou tout simplement glisser-déposer)
apps/frappe/frappe/desk/page/applications/application_row.html +16,Install,Installer
apps/frappe/frappe/config/setup.py +193,Install Applications.,Installer des applications .
apps/frappe/frappe/desk/page/modules/modules.js +23,Install Apps,
apps/frappe/frappe/desk/page/applications/applications.js +160,Install {0}?,Installez {0}?
apps/frappe/frappe/desk/page/applications/applications.js +77,Installed,installé
apps/frappe/frappe/desk/page/applications/applications.js +95,Installed Apps,Applications installées
apps/frappe/frappe/desk/page/applications/applications.py +76,Installing App {0},Installation App {0}
DocType: DocField,Int,Int
DocType: Dropbox Backup,Integrations,Intégrations
DocType: Communication,Integrations can use this field to set email delivery status,Intégrations peuvent utiliser ce champ pour définir le statut de la livraison d&#39;email
DocType: DocShare,Internal record of document shares,Registre interne des parts de documents
DocType: About Us Settings,Introduce your company to the website visitor.,Présentez votre entreprise sur le visiteur du site.
DocType: Contact Us Settings,Introduction,Introduction
DocType: Contact Us Settings,Introductory information for the Contact Us Page,Information préliminaire pour la page Contactez-nous
apps/frappe/frappe/public/js/frappe/form/control.js +448,Invalid Email: {0},Email Invalide : {0}
apps/frappe/frappe/public/js/frappe/views/reports/grid_report.js +201,Invalid Filter: {0},Descendre : {0}
apps/frappe/frappe/website/doctype/website_settings/website_settings.py +23,Invalid Home Page,Page d'accueil invalide
apps/frappe/frappe/utils/verified_command.py +39,Invalid Link,Lien invalide
apps/frappe/frappe/templates/includes/login/login.js +125,Invalid Login,Mot de passe incorrect
apps/frappe/frappe/templates/pages/login.py +54,Invalid Login Token,Invalide Connexion Token
apps/frappe/frappe/email/receive.py +57,Invalid Mail Server. Please rectify and try again.,électrique
apps/frappe/frappe/email/smtp.py +177,Invalid Outgoing Mail Server or Port,Invalid Serveur de courrier sortant ou Port
apps/frappe/frappe/auth.py +75,Invalid Request,Invalid Request
apps/frappe/frappe/utils/oauth.py +203,Invalid Token,jeton invalide
apps/frappe/frappe/email/receive.py +91,Invalid User Name or Support Password. Please rectify and try again.,Numéro de référence et date de référence est nécessaire pour {0}
apps/frappe/frappe/client.py +162,Invalid file path: {0},Chemin de fichier non valide: {0}
apps/frappe/frappe/email/smtp.py +30,Invalid login or password,Login ou mot de passe invalide
apps/frappe/frappe/model/naming.py +91,Invalid naming series (. missing),Série de nommage non valide (. Manquante)
apps/frappe/frappe/email/smtp.py +33,Invalid recipient address,Adresse de destinataire non valide
DocType: Workflow State,Inverse,Inverse
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +251,Is,Est
DocType: Workflow,Is Active,Est active
DocType: File,Is Attachments Folder,Est-jointes dossier
DocType: DocType,Is Child Table,Est-table enfant
DocType: Customize Form Field,Is Custom Field,Est un champ personnalisé
DocType: Letter Head,Is Default,Est par défaut
DocType: File,Is Folder,Est-dossier
DocType: File,Is Home Folder,Est le dossier d'accueil
DocType: Custom Field,Is Mandatory Field,Est-Champ obligatoire
DocType: File,Is Private,Est-privé
DocType: DocType,Is Single,Est célibataire
DocType: Report,Is Standard,Est-standard
DocType: DocType,Is Submittable,Est-Submittable
apps/frappe/frappe/utils/file_manager.py +279,It is risky to delete this file: {0}. Please contact your System Manager.,Il est risqué de supprimer ce fichier: {0}. S&#39;il vous plaît contactez votre administrateur système.
apps/frappe/frappe/utils/nestedset.py +181,Item cannot be added to its own descendents,Article ne peut être ajouté à ses propres descendants
DocType: DocPerm,"JSON list of DocTypes used to apply User Permissions. If empty, all linked DocTypes will be used to apply User Permissions.","JSON liste des DocTypes utilisés pour appliquer les autorisations des utilisateurs. Se il est vide, tous liés DocTypes seront utilisés pour appliquer les autorisations des utilisateurs."
apps/frappe/frappe/desk/page/activity/activity.js +197,Jan,Jan
DocType: Website Theme,JavaScript,
DocType: Report,JavaScript Format: frappe.query_reports['REPORTNAME'] = {},JavaScript Format :frappe.query_reports [' REPORTNAME '] = {}
DocType: Report,Javascript,Javascript
apps/frappe/frappe/config/website.py +64,Javascript to append to the head section of the page.,Javascript à ajouter à la section head de la page.
apps/frappe/frappe/desk/page/activity/activity.js +198,Jul,Juillet
apps/frappe/frappe/desk/page/activity/activity.js +197,Jun,Juin
DocType: Communication,Keep a track of all communications,Gardez une trace de toutes les communications
DocType: DefaultValue,Key,Clé
DocType: Communication,Label,Étiquette
DocType: Custom Field,Label Help,Aide étiquette
DocType: Customize Form Field,Label and Type,Étiquette et le type
apps/frappe/frappe/custom/doctype/custom_field/custom_field.py +18,Label is mandatory,Étiquette est obligatoire
DocType: Website Settings,Landing Page,Landing Page
DocType: System Settings,Language,Langue
DocType: Translation,Language Code,
apps/frappe/frappe/config/setup.py +73,"Language, Date and Time settings","Paramètres Langue, Date et Heure"
DocType: User,Last Active,Dernière activité
DocType: User,Last IP,Dernière adresse IP
DocType: User,Last Known Versions,Derniers versions connues
DocType: User,Last Login,Dernière connexion
DocType: User,Last Name,Nom de famille
apps/frappe/frappe/public/js/frappe/model/model.js +22,Last Updated By,Dernière mise à jour En
apps/frappe/frappe/public/js/frappe/model/model.js +21,Last Updated On,Dernière mise à jour
apps/frappe/frappe/core/page/data_import_tool/exporter.py +91,Leave blank for new records,Laissez ce champ vide pour les nouveaux enregistrements
DocType: Event,Leave blank to repeat always,Laissez vide pour répéter toujours
apps/frappe/frappe/email/doctype/email_account/email_account.py +352,Leave this conversation,Laissez cette conversation
DocType: Web Page,Left,Gauche
apps/frappe/frappe/email/doctype/email_unsubscribe/email_unsubscribe.py +38,Left this conversation,Gauche cette conversation
DocType: DocField,Length,Longueur
apps/frappe/frappe/model/db_schema.py +110,Length of {0} should be between 1 and 255,Durée de {0} doit être comprise entre 1 et 255
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js +245,Let's prepare the system for first use.,Préparons le système pour la première utilisation.
DocType: Print Settings,Letter,Lettre
DocType: Letter Head,Letter Head,Papier à en-tête
DocType: Letter Head,Letter Head Name,Nom du papier à en-tête
DocType: Letter Head,Letter Head in HTML,Lettre chef en HTML
DocType: DocPerm,Level,Niveau
apps/frappe/frappe/core/page/permission_manager/permission_manager.js +378,"Level 0 is for document level permissions, higher levels for field level permissions.","Le niveau 0 est pour les autorisations de niveau document, des niveaux plus élevés pour les autorisations au niveau du terrain."
DocType: Communication,Like,comme
apps/frappe/frappe/desk/like.py +89,Liked,Aimé
apps/frappe/frappe/public/js/frappe/model/model.js +24,Liked By,Aimé par
apps/frappe/frappe/public/js/frappe/form/footer/timeline_item.html +107,Liked by {0},Aimé par {0}
apps/frappe/frappe/public/js/frappe/ui/toolbar/notifications.js +89,Likes,Aime
DocType: DocField,Link,Lien
DocType: Website Theme,Link Color,Couleur des liens
DocType: Communication,Link DocType,
DocType: Communication,Link Name,
DocType: Website Settings,"Link that is the website home page. Standard Links (index, login, products, blog, about, contact)","Lien qui est la page d'accueil du site . Liens standard ( indice , login, produits , blog, sur , contact)"
DocType: Website Theme,Link to Bootstrap CSS,Lien vers Bootstrap CSS
DocType: Top Bar Item,Link to the page you want to open. Leave blank if you want to make it a group parent.,Lien vers la page que vous souhaitez ouvrir. Laissez ce champ vide si vous voulez faire un parent du groupe.
DocType: Website Theme,Link to your Bootstrap theme,Lien vers votre thème Bootstrap
DocType: Communication,Linked,Lié
DocType: Website Settings,Linked In Share,Linked In Partager
apps/frappe/frappe/public/js/frappe/form/linked_with.js +25,Linked With,Lié avec
apps/frappe/frappe/public/js/frappe/form/toolbar.js +119,Links,Liens
apps/frappe/frappe/public/js/frappe/list/doclistview.js +91,List,liste
apps/frappe/frappe/public/js/frappe/ui/toolbar/awesome_bar.js +93,List a document type,Inscrivez un type de document
